"*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",0.975
"*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",0.975
"*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",0.975
"*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",0.975
Tetangga sy bolak balik buka pasang hijab..pas mandi dan tidur..nape lo pada kaga nyinyirrr ??,0
Nah loe banyak yg gagal faham tentang rina nose dan hampir saja saya terbawa arus ( menghakimi) 0rang lain karena gak punya info yg benar (absolut),0.1481223616976911
Bagus mas itu acara nya cukup santun perbincangan nya,0.9666365776331168
salam dari FLORES,0
sy jadi merinding...dan membuat sy semakin ingat akan TUHAN...mkasih k rina nose..,-0.9469769280244468
alasannya lepas hijab apa mas....???,0
aduuuh ms dedy cakep bgt .. pria idaman bingits 😍😘,0.42493432778761103
Dia islam?,0
oom dedi minum apa. sih itu,0
Keren azka..,0
Keren,0
20:00 suaranya?,0
Setuju pak,0.975
rina rose siapa?,0
Oh my god Im old. 😂,0.975
"Kok suaranya ngilang bentar.azka tambah handsom itu hidungnya ikt maminya deh bangiir,",0
"Saya suka video2 om Deddy, sdh lbh 50 video yg saya lihat.... saya suka karena cara melihat suatu masalah dari sudut pandang berbeda... dan cara berpikirnya  kritis dan logis",0.975
Hello bang hadir medan,0
intinya Rina Nose itu blm siap berhijab!! simple saja gw mah mikirnya ngapain di gonjang ganjingin itu smua problem rina n hak rina. tdk prlu di perbesar n tak prlu di bhs trs nanti timbul polemik,0.975
"Harapan terbesarku adalah om Dady jd seorang mualaf, amin",0.9599100210564466
Keren anaknya om ded,0
Orang Sunda tidak mudah untuk pindah agama camkan itu!!!!!! Sampurasun orang sunda daramng....tetep Istikomah dina iman Islam aamiin !!!!!!!!!!!,-0.0007952048400142136
"Om Dedy.. I like your content but your words are too repetitive, maybe bcus this is a live video so it can't be edited that much... Maybe :) just like Arap said",0
Kayanya seru ya kalo punya ayah kaya om Deddy Corbuzier,0.9599100210564466
Seandainya Rina nose itu buka hijab atau pun apa enggak usah diributkan lahhhh itu urusan dia,0
kenapa sih om ga di liatin pas waktu teh rina nulis di suat itu?,0
"U really build a monster,om Deddy... 😳😳",-0.975
Naa lampunYa di matiin tbh keliatan gantEng kak dedy😍,0.9229105562880748
Om Dedy kalo diperhatikan sekilas mirip The Rock,0
😍,0.975
💪💪💪💪,0
"Indonesia,org orgnya mdh tertipu daya",-0.9575054935196873
Ngeri orang Indonesia 😂.kayak hidup ga pernah dibawah aja pada..kelak akan dibawah kelak akan nambah umur.dll.,0
If I had daddy like him. I would be cool like him. 😁,0.975
Azka kalo kerja kelompok atau main sama tmn drmh kamu. Tmn tmnnya suka minta foto atau tanda tangan sama om deddy ga?,0.8952002596247636
Om deddy terlalu serius.hampir mirip saya.biasae orang kek gini tuh merasa segala apa yg dicapai adlh murni jerih payah sendiri.bkn bonus.jd terlalu serius.,-0.0029157510800521167
"Ayo... Belajar positif thinking with other people, jngn suka menghakimi orang donk, kasian orang yang menjadi korban, lebih baik ayo kita berlomba membuat kebaikan, demi Indonesia tercinta",0.975
ganteng banget dede Azka😻😻😻,0.975
Lebih suka nonton chanel yt om deddy dri pada nonton rumah u*a,0.8643158135395764
😊💪💪,0.975
Adick adick jangan lupa urus e-KTP,0
Salfok sama om om ini sexy handsome ahjussi 😍,0.9354275143773418
semoga bisa didik anak seperti OM deddy^^,0
lampunya dimatiin juga masi silau om *eh 😅,0
hahaha. bang arap 😂😂,0.975
om ded maen pokemon?,0
Hahabah... dimenit 3... baru ada suaranya.,0.975
Baru baca komen.. ternyata banyak yang bilang gak ada suaranya..,0.9469769280244468
Kok gak ada suaranya...,0
"Deddy is a super father...azka must be very happy and proud have a father like Deddy :"""""")",0
Rina nulis dikertas.......tuntutan karir......#benertidakomdedy,0
"Om Deddy live lagi dong hehehe, sekali mau liat om latihan bela diri 😀😀😀😀😀😀",0.975
EGP aj 🤣🤣🤣🤣,0.975
Ded apa sih yg ditulis rina nose kasih tau dong ntar om dedy tak kasih permen,0
kapan streaming lagi om,0
rina nose itu siapa sih... :-D,0
Apa cmn gw doank yg gk ada suaranya?,0
"Maaf. jika ada salah pendapat. menurut saya isi surat Rina Nose adalah bahwa dia melepas jilbab karena hinaan yang ditujukan kepadanya saat masih berjilbab. kalau orang2 kebanyakan yg menghina mungkin dia fine2 aja, tapi kata2 itu keluar dari orang2 yang seharusnya akan menjadi bagian dari kehidupan Rina, kata2 yang membuat Rina sangat terpukul apalagi pas saat dia lagi down / bermasalah dengan Faraj. akhirnya Rina mau tunjukkan bahwa dia memang ""tidak pantas berjilbab"". suatu sikap marah tapi mengalah. jadi tidak ada maksud Rina untuk melecehkan apalagi sampai pindah agama.",-0.975
Ada yang tau di menit 23;56 sampai 24;44 ngomong apa wkwk,0.975
"maaf om, aku males nonton sampe akhir. soalnya BODO AMATT rina nose ngapaen bodo amat ga peduli. pentingnya apa bahas kaya gini.",0
"gw kirain nonton jess no limit, abis sama2 licin",0.9229105562880748
Azka sooo cool!,0
Rina hidung,0
IS HE HURT TO HAVE TO CHOOSE....,0
"WHAT""S IN THE LETTER",0
udah aDA,0
apa sich.....,0
"Btw, cukuran nya yg 8 juta'an dipake donk om, itu dah numbuh brewoknya. xD",0
"Aku kirain audio ku yang rusak, liat komen eh ternyata suaranya yg gak ada. Is this prank master? xD",0
"kok gak to de point..
yaa?",0
Astagfirullah emang bangsattt yang nyebar kabar HOAX,0
Azka umurnya brp tahun om?,0
"klo pindah agama sampe di babtis itu gk mngkin
karena kalau di babtis itu sebelumnya ada skolahnya dulu 1 tahunan
beda kcuali klo babtisan dr lahir",0
mungkin ga yah suatu saat aku jadi istrinya om deddy,0
kirain tidak ada suaranya di awal menit ampe pencet volume sampai max.,0
Kok telinga gw gk bisa dnger ya,0
Kok gk ada suaranya,0
Q terinspirasi with keajaiban semesta,0.975
"Alhamdulillah..... semoga diberkahi dan dirahmati oleh Allah swt,amin ya rabbal alamin",0
selamat datang MASTER,0
Mana suaranya???,0
Kok ga naik2 angkanya....fake nih,0
Allahu Akbar...Allahu Akbar...Allahu Akbar...om dedy mendapat Hidayah dr Allah SWT...Allahu Akbar...Allahu Akbar...,0
Orang Sunda tidak mudah untuk pindah agama camkan itu!!!!!! Sampurasun orang sunda daramng....tetep Istikomah dina iman Islam aamiin !!!!!!!!!!!,-0.0007952048400142136
Kayanya seru ya kalo punya ayah kaya om Deddy Corbuzier,0.9599100210564466
"U really build a monster,om Deddy... 😳😳",-0.975
Naa lampunYa di matiin tbh keliatan gantEng kak dedy😍,0.9229105562880748
😍,0.975
"Indonesia,org orgnya mdh tertipu daya",-0.9575054935196873
If I had daddy like him. I would be cool like him. 😁,0.975
Azka kalo kerja kelompok atau main sama tmn drmh kamu. Tmn tmnnya suka minta foto atau tanda tangan sama om deddy ga?,0.8952002596247636
Om deddy terlalu serius.hampir mirip saya.biasae orang kek gini tuh merasa segala apa yg dicapai adlh murni jerih payah sendiri.bkn bonus.jd terlalu serius.,-0.0029157510800521167
"Ayo... Belajar positif thinking with other people, jngn suka menghakimi orang donk, kasian orang yang menjadi korban, lebih baik ayo kita berlomba membuat kebaikan, demi Indonesia tercinta",0.975
ganteng banget dede Azka😻😻😻,0.975
Lebih suka nonton chanel yt om deddy dri pada nonton rumah u*a,0.8643158135395764
😊💪💪,0.975
Salfok sama om om ini sexy handsome ahjussi 😍,0.9354275143773418
hahaha. bang arap 😂😂,0.975
Hahabah... dimenit 3... baru ada suaranya.,0.975
Baru baca komen.. ternyata banyak yang bilang gak ada suaranya..,0.9469769280244468
"Om Deddy live lagi dong hehehe, sekali mau liat om latihan bela diri 😀😀😀😀😀😀",0.975
EGP aj 🤣🤣🤣🤣,0.975
"Maaf. jika ada salah pendapat. menurut saya isi surat Rina Nose adalah bahwa dia melepas jilbab karena hinaan yang ditujukan kepadanya saat masih berjilbab. kalau orang2 kebanyakan yg menghina mungkin dia fine2 aja, tapi kata2 itu keluar dari orang2 yang seharusnya akan menjadi bagian dari kehidupan Rina, kata2 yang membuat Rina sangat terpukul apalagi pas saat dia lagi down / bermasalah dengan Faraj. akhirnya Rina mau tunjukkan bahwa dia memang ""tidak pantas berjilbab"". suatu sikap marah tapi mengalah. jadi tidak ada maksud Rina untuk melecehkan apalagi sampai pindah agama.",-0.975
Ada yang tau di menit 23;56 sampai 24;44 ngomong apa wkwk,0.975
"gw kirain nonton jess no limit, abis sama2 licin",0.9229105562880748
Q terinspirasi with keajaiban semesta,0.975
"Alhamdulillah..... semoga diberkahi dan dirahmati oleh Allah swt,amin ya rabbal alamin",0
selamat datang MASTER,0
Mana suaranya???,0
Kok ga naik2 angkanya....fake nih,0
Allahu Akbar...Allahu Akbar...Allahu Akbar...om dedy mendapat Hidayah dr Allah SWT...Allahu Akbar...Allahu Akbar...,0
Deddy sudah mualaf loh...😆,-0.975
Ga ikut2an gw,0
"LAPOR, sekarang channel deddy 4.642.425 subs.",0
Mampus,0
EROR INIMAH,0
Kek nya iri itu anak,-0.975
Live lagi dong,0
Maaf w pun ikut unsub,0.975
https://youtu.be/N-SAxWnT1Zo SIAPA YG BILANG SEKOLAH JADI GOBLQK?,0
"makin turun ae sub nya botak,karena lagi nonton Rumpi No Secret pasti :v",0.9354275143773418
Botak,0
"bo'ong ni aplikasinya,, aktualnya saya lihat gak secepet itu turunnya???",0.8478344305355924
"Gw pengen usubscribe dedy , jee ternyata gw blom subscribe dia , yah terpaksa gw subscribe dulu baru gw unsubscribe.",0.9575054935196873
80 rban ilang subnya,0
takut gw kalo ngatain dia. mening gw mah diem aja ah.,-0.9669632681220451
motive >< nyinyir,0
Hancurkan karir si botak dedy  tolol,-0.9669632681220451
"Badan berotot, gak punya hati, ngakunya smart people.",0
Turun truss,0
"Makanyaa jadi orng jangan gaya2 an otot lu gede masa iya mau ngelawan seorang kapten gila aja...lagi tu capt vincent juga ngajakin challenge buat seru2ann bareng lo biar tau rasanya naig 0G ehh lo malah gamau dikalahinn maunya ngajak sparing di MMA goblokk nya kebangetan
Namanya seorang captain belajar mesin2 dan elo nge gym ya jls kalahh lahh smart people bang jdi orng",0.975
gw gk pernh subs keduanya haha bodoh amattt,0
Berharap cameo turun sampe 100 rb,0
*ayo balikkan kedudukan*,0
"Niat baik seseorang terhalangi, hanya karena hal kecil yang dibesar besarkan, seharusnya sebagai orang yang mengerti kita cukup mengingatkan. Apakah tindakan mengingatkan sudah dilakukan?
Tujuan dia jelas kok, untuk mengedukasi masyarakat awam. Justru banyak channel yang menyalahgunakan wadahnya(youtube).",0.975
"Badan besar tidak menjamin otaknya smart...
😂😂😂😂
Kirain emank iya...
Taunya skrg ketauan...
😂😂😂😂",0.975
ini artinya people power akan kalah? ehh maaf smart people mksd saya😆😆😆,-0.975
Orang angkuh dan sengak hrs di beri pelajaran.,-0.9354275143773418
Njir unsubs trooooooooos,0
Mulut mu bs menjadi bencana untuk mu. Good luck capt Vincent.,-0.9469769280244468
"Smart people bikin naik subscribe.
Cmn sekarang jadi drama people jadi hehehehe tau sendiri lah",-0.022026355916985152
"Jujur. Saya awalnya suka sama mas Deddy.. cukup dapat pembelajaran dari dia.. namun kasus kemarin. Percaya atau tidak.. saya benar benar kecewa kepada beliau... 

Tetap semangat captain Vincent!!!",0.975
Turun terus uhuuy subscriber si tolol vincent kwkw,0
Mampus,0
1 juta aja buat daddy,0
Semoga subscriber nya si botak bener2 botak.... polos....ga bersisa... aamiin,0.975
vincent bodoh,-0.975
2,0
"Btw subkrejer sibotak 20:40 
1 juni 2019 2.5jt sekian ,lanjutkan turun nya",0
Yg blm unsubs si botak hayoo BURUAN unsubs sebelum rambutnya tumbuh ahahaha,0
Unsubscribe DC,0
Haha pdhl uda beli Rumah Hrgax Milyar.an buat konten youtube lakok skrg mlh Sbscrber nya Turun 😂😂😂🤣🤣🤣🤣🤣,0.975
Mending jg subcribe sy dr pada unsub hehe,0.9469769280244468
Niatnya naikin subcriber ehh malah turun😂,0.9575054935196873
"Siap siap ada yg bakal jadi ZERO SUB..,yg setuju  like..",0.975
Sok pintar si botak. Macam dia paling tau segalanya. Kimak memang,0.975
Botak ngapain respek sama dia. Sok kali org nya. Macam taik,0
"Unsub hippopokrittos!!!! 
Sok paling benar ,kebanyakan drama dan alibi...
Padahal sering jilat ludah sendiri",0.975
Ayoooo tunjukkan aksi people power netizen unsub si botakkkkkkkkkkk,0
Likenya yang dukung CVR daripada Si botak........!!!!!!,0
Ko Malah Turun Sih🤔🤔🤔,0
Bisa lanjutkan...  Turunin sub si botak klau bisa nympe 1 juta ok cptn vincen yg 4 juta mantap,-0.975
Dulu saya suka konten DC tp semenjak dia suka ikut CAMPUR masalh orang lain ...aku sdh lama cancel Subscribe nya ...,0.9435518317320544
Pengen banget liat ombotak buat video minta maaf biar dpt simpatik nitizen karna subsnya turun drastis,0.8478344305355924
"Makanya TAK, jd org jgn terll songong. lu pikir cm lu yg pintar...rambut tuh urus",0.975
"Ada yg sepemikiran gak dgn gw, kalo om deddy ini angkuh dia merasa gitu karna ada ""smart people"" dan sekarang dia mau nyatakan mualaf lalu banyak org yg bersimpati dgn dia ...lalu lama kelamaan nnti kembali lagi subscriber dia 👏👏👏",-0.02292869994711333
"Lucinta Luna Dia Omongin, Captain Vincent Dia serang. Abis ini siapa lagi yg Dia serang. Mengurangi Rejeki Orang aja neh si Botak.",-0.9469769280244468
Rasain loe Deddy Corbuzier. Makanya jangan Sombong jadi Orang. Bayangkan kalo Tempat Fitness yg. baru loe bangun senilai 8 Milyard Izin nya dicabut bisa Stress berat loe. Ingat...diatas langit masih ada langit...!! Sekarang Saya sudah tdk. jadi Subscriber Mu lagi Deddy Corbuzier. Bye.....!!,-0.8643158135395764
Botak kontol perlu di musnahkan,0
aq slh 1 yg unsbs😃,0.9669632681220451
"Kalo kasih naik lagi sub nya, bisa sombong dia",-0.975
terima kasih buat yang sudah unsub  buat yang belum unsub cepetan di pentet glatis,0.9669632681220451
Sipp,0
Stupid think,0
HAJAR SIBOTAK SUBSCRIBE NYA TURUNIN,0
Mari kita tunjukkan thr power of netizen!,0
Vincent mnang,0
Walaupun captain vincent subscribernya lebih sedikit dari dedy corbuzier tapi aku lebih suka videonya captain vincent,0.8307410006966891
Unsub botak gann,0
Sub. Ke aku aja hihi...,0.975
"Itu akibatnya sirik sama orang 
Karma itu ada tak botak 
Ayo yg kompak UNSUB RAME"" DEDY KOKBOTAK

#savecaptainvincent",0.9354275143773418
Unsubs sibootax,0
"Kok turun kok kagak,gak ada urusan nya ama gua,gak ngaruh dalam idup gua",0
Padal sama sama berkarya di bidang youtube tapi kok menjatuhkan karya orang lain👎,-0.9272203853687137
Aowkwk,0
smart people luh botakkkk,0
Kwwkw mpuss Lo botakk,0
"ayo yang belum unsub si botak , unsub skrg biar tau rasa dia , ayooo",0.9469769280244468
ayoo kita dukung trs capttt vincent❤,0.9575054935196873
Keinget T series ama pewdiepie,0
Terkadang bicara kebenaran blom tentu bnyak yg suka. Dan terkdang kita berbuat baik pun msih bnyak yg tidak suka. Itulah sifat manusia hnya bisa ikut²an yg lain tnpa berfikir mana yg benar dan mana yg salah,0.975
"Deddy cari popularitas dengan konflik dengan orang lain, tdk mutu banget, tunjukan prestasimu, krn setiap orang punya prestasi sendiri2..",-0.0027357096695427296
Semoga cepat turun,-0.975
Wokwowkw subribers deddy menurun,-0.975
Dan sampai detik ini limbad belum video klarifikasi.. padahal kan awalnya video viral gara2 limbad,0
Ayo unsub om om,0
Deddy botak youtuber goblok ya bigini contoh orang akhir jaman hadeh botak2 goblok,0.8801246744999457
"turunin trs ah....
biar main sulap lg 😂",0.975
bener kata lucinta.. mending main sulap ajaaaaaaa...  😂,0.975
turunin trs 😂,0.975
AYO RAME RAME UNSUB CHANEL SI BOTAKKKK,0
Unsub rame2,0
"Yang sederhana dan Rendah hati pasti akan selalu menang.
Maju terus Capt Vincent
Uda serasa kaya pilpres..😁",0.975
mari kita unsubs si mister botak yg nyinyir ini.,0
Njirrr turun terussss,0
"yah gw mah udah unsubscribe dari doi bikin giveaway oppo lamborgini dan sampai sekarang ga jelas siapa yg dapet, ga suka gw sama yg nipu"" giveaway, akhirnya doi nongol bareng LL",0.42493432778761103
"Allah SWT sangat mudah membolak-balikan hati manusia, yang awalnya suka bisa jadi membenci dan yang awalnya membenci bisa jadi menyukai.",0.4134663047161541
"Akibat main drama sama lucinta luna,sibotak jadi gini .",0
Botak goblok...tolol,0
Perbedaan orang berdosa yg ngurusin hidup orang dengan captain vincent yg penyabar dan baik. Semangat ya captain. Ehh ada satu lagi gw sumpahin si botak jata tahun ini 4.000 subscriber,0.975
Wokakaka,0
Skrg udh 4.5 jt lanjutkan guys,0
Yg sudag unsubs channel palkon like,0
Gw aja males nonton channel si botak.. pas trending aja gw skip wkwkwkkw. Yg setuju like,0.975
"drama... drama... drama
... paling mudah topik agama... netizen , kita harus cerdas, jgn lagi terikut arus drama dramaan , yg sdh unsunsc DC jempol buat kalian",0.9709816340610226
Unfollow akun youtube n ig dia rame2...kan slama nie dia sombong bilang gk suka gak usa liat n follow.. BUKTIKAN..,0
Unsubs botak kntl,0
Unsubb cameoProject juga kah ini???  Mna jempol nya,-0.975
Team Unsubscribe SIBOTAK mana nih angat like masing2 😊😎😎,0.9678896564298091
Sibotak bersenang2 atas penderitaan orang,-0.975
UNSUB SI BOTAK,0
"Orang di sanjung. Capten vincen juga segan sama kau botak. Dan di ajak baik"" colab jawaban dan balasanya malah gitu...",-0.01035533367993664
Asiyaaaaap,0
Hahaha 1 hari turun 1 juta sub wkwkwkwkwk,0.9727664610646646
Turun kan trus,0
Botak sok sok pintar,0.975
"Sibotak terlalu berlebihan, memasuki kehidupan orang lain, emang sibotak harus begitu ya bikin konten kepo banget ama hidup orang lain, ijin dulu kali bro takut nya salah paham, ada batas nya juga kali, gua bukannya apa2 okelah sekarang lo suskses tapi gaya lo makin sombong aja, emang sih manusia itu kalo uda punya dikit duduknya, sampei dagu, ampe gaya2 mata gagah ya didukung sih ama badannya yang berotot.",-0.03090215923226239
"Masih non muslim kalian caci kofar kafir.
Sudah Mualaf ikut NU dituduh liberal.
Apakah  ISLAM yg baik harus masuk aliran anda??????",0.975
"Ciri Islam Liberal, mulutnya kasar dan gak bisa di jaga. Semoga mendapat hidayah.",-0.9469769280244468
Gus guntur gusi motor,0
"la kasihan lagi anda jadi ustdz tapi demen ngomentari orang lain, lebih baik mana hayo?",0.0398998701876182
Pro fpi hti canel profokator menyudutkan NU,0.9575054935196873
",ini banci apa bencong yaaa?? 
Kok kyak cwekkkk., lebayyyyy",0
Ustad bajingan...bajingan bisanya dibalik layar..g pernah ceramah..bisanya mencela cela.,-0.975
Masih bau comberan.da'wah.jadi apa nanti santri anda,-0.975
"Setatusnya.dedy kombuser masuk islam ter jerumus.berarti anda merendahkan kemampuan orang.yg mengajarkan dedy.
Anda itu orang apa.bodoh begitu.sejarah anda masih ngawur gitu.merendahkan orang lain.",0.0010045914847443549
Wooo kadrun.. Gapernah ngaji yaa.. Hidayah hanya Alloh yg memiliki. Jalan hidayah seseorang itu sdh jd Takdir Tuhan. Nabi SAW klo ad yg masuk islam itu bahagia nah kamu siapa kok bicara kasihan. Wooo streeeessss orang mana kmu caak ngawurr ngawurr,-0.9609884640122234
Ya ustadz sy penggemar ceramahmu  walaupun dengerinya gak sampe tuntas berhubung he  he. 🤣,0.975
"Islamu bagaimana anjing si rijik chet mesum bagaimana ? 


Ayo lah njing jangan bercanda hidup loe !!!",-0.9469769280244468
Hahaha....muka anjing otak babi eh goblok,0.975
Yg punya cenel ini...bajingan. .. bisanya ngomentar .ceramah g bisa...dasar. bajingan.,-0.975
"ustadz yg betul itu tabbayun terlebih dahulu,,sebelum ambil kesimpulan..
jadinya sibuk menilai kesalahan orang lain..",-0.42493432778761103
Banyak omong nih ust,0.975
Channel adu domba...menuduh liberal ...mengatasnaamakan islam tp mulutnya busuk...satu komplotan dengan sugik nur mulut nya berucap kotor kau diam saja...cuma Dajjal Berkedok Gamis...,-0.975
Haha masih merasa paling benar😄😄😄😄,0.975
Dya denger ko ustat kayak y gak suka Dedi masuk islam.atau belajar agama sama ustat Mifta..klo saya pahami yg Islam liberal itu seperti anda.yg haya suka ketitik.suka komentar tapi tidak bermanfaat.klo kta orang Jawa. Bayak omong bayak yuruh tapi .di suruh mencontoh ka gak bisa.contok.bayak warga pada kerja bersama memperbaiki poskamling .tapi ustat haya komentar tapi tidak ikut mengerjakan.,0.975
"Tirulah ahlaqnya habib luthfi, habib umar dan para habaib yg lain, orang kok suka nyinyir ulama yg alim, yg jelas sanad keilmuannya dan wawasan kebangsaannya, lihatlah disana deretan ulama2 NU yg berpengaruh di internasional, kamu masuk urutan atau enggaksih hentikan suka nyinyir!!! jangan marah kalau ada yg kritik jeplak sak udele dewe....",0.975
"Yang dibicarakan sejak من الأول إلى الأخير tidak mengandung   رَحْمَةً لِلْعَالَمِينَ betulkan padahal ulama2 NU struktural itu adalah mandataris muktamar, contoh ky said dll, sedangkan kamu yg berjenggot itu siapa?   mandataris dari siapa? Kamu bukan siapa2 jangan suka mencibir ulama2  besar sy katakan kamu goblok tar marah jangan begitulah ahlaqnya!!!!",0.0477172014735154
"Kalau pemirsa berguru kepada orang ini, maka hati kita semakin panas coba kita renungkan rasakan, karenah isinya ful ghibah ulama2 NU. La kelasnya saja cuma muter2 di vidio, yakan ujung2nya minta sumbangan, oh ternyata nyalurkan proposal hhhhhhhhh",0.0323809593452979
