Video ID,Title,Comment,Label
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Bang sebenar nya apa isi surat rina bang,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Salam dari palangkaraya bang,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Gaya mu itu lohhh,wkwkw",0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Jd bingung apa isi surat rina nose😱😲..,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Klo ngedidik anak jjr gwe sama dgn Om Dedi.😠
Dh gk jaman lembut""tan.",0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Om kapan punya rambut,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Isi surat mulai 6.30 .,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",handsome boy. It's like Deddy's father.,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Ded, gordennya bagus. Cukur dimana?",1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Terus kalo udah tau isi surat rina kenapa? Maksudnya- ngapa lu yang ribet. Bener kata om Deddy manusia punya free will. Lucu banget trending hal pribadi kaya begini cuman gegara spekulasi-spekulasi ga penting netijen maha benar 😂 kalo beneran prihatin sbnrnya doain aja beliau (Rina) dalem hati sesuai agama dan kepercayaan masing-masing. Gila gua hidup di zaman orang hobi nyinyir.,-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Jikalau pindah agama, dimana masalahnya? Bukankan indonesia membebaskan setiap individu dalam beragama",0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Met sore om dedi..,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Aaaaaaand setelah om Daddy close lmpu,kenapa kelihatan ganten ea 😂 biasanya Q fokus sm yg dia bahas tp kali ini sy fokus sama kegantengannyah 🤭😅",1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Dedy .. aku udah subscribe dan loncengnya nyala. Salam buat Aska ... hello aska??,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",First like .. subscribe for u mas dedy .. love you chanel. 😍😍🤗😎😎😎,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","HOY, HOY, HOY agama itu suka-suka hidup orang mau pilih agama apa netizen gak punya hak untuk mengatur agama orang apalagi dia seorang artis",-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Salam dari Aceh Selatan mas Dedi,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",botak ngmngy lama muter2..quota gw abis nih,-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Apa iy RINA PINDAH KEYAKINAN? ATHEIS? KRISTEN?,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","q cuma bisa kasi ini aja

1: botaknya didepan= dia pemikir
2: botaknya di belakang = dia pintar
3: kalo botak smua= dia pikir dia pintar",0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Rina ga percaya Allah, masyaaAlaah...",-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Susah emang ya menjelaskan Isi otak  netizen Jaman sekarang. Ngomong seenak Jidat. Siapa pun Kalian...  Aku kamu Rina nose Dan Semua makhluk Di bumi Ini berhak bahagia dg dirinya Dan hidupnya.  Sooo.. Pliss ya Hargai privacy org. Manusiakan Manusia..,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Intinya di menit ke 06:33,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Oh,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",slow.. banget wajah Aska lembut bawaan wajahnya 😊😊,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Azka ga geli dcium papa nya 😬😬,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Om dedy gundul nduul pacul,0
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","*Saya analisis, bahwa Rina sudah SAH pindah agama dan berganti keyakinan, pikiran Rina sedang diguncang sama tekanan dunia hiburan selama jadi artis, bayaran besar sampai terpengaruh harus pindah agama*

*Dedi Korbuser seorang DUDA yang punya anak 1 ternyata beragama KRISTEN pantas Rina mau nya curhat sama dedi korbuser seorang kristen, saya sudah analisis Rina keimanan Islam nya gak kuat di uji sama ALLAH sampai berani melepas hijab.*


*Rina (kristen nasrani) sudah jangan dipedulikan lagi*

*rina nose dipengaruhi ILUMINATI untuk menjadi terkenal dan kaya raya*",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Tetangga sy bolak balik buka pasang hijab..pas mandi dan tidur..nape lo pada kaga nyinyirrr ??,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Nah loe banyak yg gagal faham tentang rina nose dan hampir saja saya terbawa arus ( menghakimi) 0rang lain karena gak punya info yg benar (absolut),
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Bagus mas itu acara nya cukup santun perbincangan nya,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",salam dari FLORES,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",sy jadi merinding...dan membuat sy semakin ingat akan TUHAN...mkasih k rina nose..,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",alasannya lepas hijab apa mas....???,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",aduuuh ms dedy cakep bgt .. pria idaman bingits 😍😘,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Dia islam?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",oom dedi minum apa. sih itu,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Keren azka..,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Keren,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",20:00 suaranya?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Setuju pak,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",rina rose siapa?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Oh my god Im old. 😂,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Kok suaranya ngilang bentar.azka tambah handsom itu hidungnya ikt maminya deh bangiir,",1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Saya suka video2 om Deddy, sdh lbh 50 video yg saya lihat.... saya suka karena cara melihat suatu masalah dari sudut pandang berbeda... dan cara berpikirnya  kritis dan logis",1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Hello bang hadir medan,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",intinya Rina Nose itu blm siap berhijab!! simple saja gw mah mikirnya ngapain di gonjang ganjingin itu smua problem rina n hak rina. tdk prlu di perbesar n tak prlu di bhs trs nanti timbul polemik,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Harapan terbesarku adalah om Dady jd seorang mualaf, amin",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Keren anaknya om ded,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Orang Sunda tidak mudah untuk pindah agama camkan itu!!!!!! Sampurasun orang sunda daramng....tetep Istikomah dina iman Islam aamiin !!!!!!!!!!!,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Om Dedy.. I like your content but your words are too repetitive, maybe bcus this is a live video so it can't be edited that much... Maybe :) just like Arap said",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Kayanya seru ya kalo punya ayah kaya om Deddy Corbuzier,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Seandainya Rina nose itu buka hijab atau pun apa enggak usah diributkan lahhhh itu urusan dia,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",kenapa sih om ga di liatin pas waktu teh rina nulis di suat itu?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","U really build a monster,om Deddy... 😳😳",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Naa lampunYa di matiin tbh keliatan gantEng kak dedy😍,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Om Dedy kalo diperhatikan sekilas mirip The Rock,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",😍,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",💪💪💪💪,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Indonesia,org orgnya mdh tertipu daya",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Ngeri orang Indonesia 😂.kayak hidup ga pernah dibawah aja pada..kelak akan dibawah kelak akan nambah umur.dll.,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",If I had daddy like him. I would be cool like him. 😁,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Azka kalo kerja kelompok atau main sama tmn drmh kamu. Tmn tmnnya suka minta foto atau tanda tangan sama om deddy ga?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Om deddy terlalu serius.hampir mirip saya.biasae orang kek gini tuh merasa segala apa yg dicapai adlh murni jerih payah sendiri.bkn bonus.jd terlalu serius.,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Ayo... Belajar positif thinking with other people, jngn suka menghakimi orang donk, kasian orang yang menjadi korban, lebih baik ayo kita berlomba membuat kebaikan, demi Indonesia tercinta",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",ganteng banget dede Azka😻😻😻,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Lebih suka nonton chanel yt om deddy dri pada nonton rumah u*a,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",😊💪💪,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Adick adick jangan lupa urus e-KTP,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Salfok sama om om ini sexy handsome ahjussi 😍,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",semoga bisa didik anak seperti OM deddy^^,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",lampunya dimatiin juga masi silau om *eh 😅,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",hahaha. bang arap 😂😂,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",om ded maen pokemon?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Hahabah... dimenit 3... baru ada suaranya.,-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Baru baca komen.. ternyata banyak yang bilang gak ada suaranya..,-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Kok gak ada suaranya...,-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Deddy is a super father...azka must be very happy and proud have a father like Deddy :"""""")",1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Rina nulis dikertas.......tuntutan karir......#benertidakomdedy,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Om Deddy live lagi dong hehehe, sekali mau liat om latihan bela diri 😀😀😀😀😀😀",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",EGP aj 🤣🤣🤣🤣,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Ded apa sih yg ditulis rina nose kasih tau dong ntar om dedy tak kasih permen,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",kapan streaming lagi om,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",rina nose itu siapa sih... :-D,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Apa cmn gw doank yg gk ada suaranya?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Maaf. jika ada salah pendapat. menurut saya isi surat Rina Nose adalah bahwa dia melepas jilbab karena hinaan yang ditujukan kepadanya saat masih berjilbab. kalau orang2 kebanyakan yg menghina mungkin dia fine2 aja, tapi kata2 itu keluar dari orang2 yang seharusnya akan menjadi bagian dari kehidupan Rina, kata2 yang membuat Rina sangat terpukul apalagi pas saat dia lagi down / bermasalah dengan Faraj. akhirnya Rina mau tunjukkan bahwa dia memang ""tidak pantas berjilbab"". suatu sikap marah tapi mengalah. jadi tidak ada maksud Rina untuk melecehkan apalagi sampai pindah agama.",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Ada yang tau di menit 23;56 sampai 24;44 ngomong apa wkwk,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","maaf om, aku males nonton sampe akhir. soalnya BODO AMATT rina nose ngapaen bodo amat ga peduli. pentingnya apa bahas kaya gini.",-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","gw kirain nonton jess no limit, abis sama2 licin",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Azka sooo cool!,1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Rina hidung,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",IS HE HURT TO HAVE TO CHOOSE....,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","WHAT""S IN THE LETTER",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",udah aDA,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",apa sich.....,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Btw, cukuran nya yg 8 juta'an dipake donk om, itu dah numbuh brewoknya. xD",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","Aku kirain audio ku yang rusak, liat komen eh ternyata suaranya yg gak ada. Is this prank master? xD",-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","kok gak to de point..
yaa?",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Astagfirullah emang bangsattt yang nyebar kabar HOAX,-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Azka umurnya brp tahun om?,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴","klo pindah agama sampe di babtis itu gk mngkin
karena kalau di babtis itu sebelumnya ada skolahnya dulu 1 tahunan
beda kcuali klo babtisan dr lahir",
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",mungkin ga yah suatu saat aku jadi istrinya om deddy,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",kirain tidak ada suaranya di awal menit ampe pencet volume sampai max.,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Kok telinga gw gk bisa dnger ya,-1
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Kok gk ada suaranya,
,,,
COVZoLNGZjY,"ISI SURAT RINA NOSE, AZKA AND FIRST LIVE Video 🔴",Q terinspirasi with keajaiban semesta,
,,,
oJ5VJxF9hYM,🔴 [LIVE STREAMING] Deddy Deddy Corbuzier Masuk ISLAM,"Alhamdulillah..... semoga diberkahi dan dirahmati oleh Allah swt,amin ya rabbal alamin",
,,,
oJ5VJxF9hYM,🔴 [LIVE STREAMING] Deddy Deddy Corbuzier Masuk ISLAM,selamat datang MASTER,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Mana suaranya???,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Kok ga naik2 angkanya....fake nih,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Allahu Akbar...Allahu Akbar...Allahu Akbar...om dedy mendapat Hidayah dr Allah SWT...Allahu Akbar...Allahu Akbar...,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Deddy sudah mualaf loh...😆,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Ga ikut2an gw,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,"LAPOR, sekarang channel deddy 4.642.425 subs.",
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Mampus,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,EROR INIMAH,-1
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Kek nya iri itu anak,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Live lagi dong,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Maaf w pun ikut unsub,-1
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,https://youtu.be/N-SAxWnT1Zo SIAPA YG BILANG SEKOLAH JADI GOBLQK?,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,"makin turun ae sub nya botak,karena lagi nonton Rumpi No Secret pasti :v",
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Botak,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,"bo'ong ni aplikasinya,, aktualnya saya lihat gak secepet itu turunnya???",
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,"Gw pengen usubscribe dedy , jee ternyata gw blom subscribe dia , yah terpaksa gw subscribe dulu baru gw unsubscribe.",-1
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,80 rban ilang subnya,-1
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,takut gw kalo ngatain dia. mening gw mah diem aja ah.,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,motive >< nyinyir,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Hancurkan karir si botak dedy  tolol,-1
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,"Badan berotot, gak punya hati, ngakunya smart people.",-1
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,Turun truss,
,,,
3Q4QlfFs6Zw,Deddy Corbuzier VS Vincent Raditya Sub Count LIVE,"Makanyaa jadi orng jangan gaya2 an otot lu gede masa iya mau ngelawan seorang kapten gila aja...lagi tu capt vincent juga ngajakin challenge buat seru2ann bareng lo biar tau rasanya naig 0G ehh lo malah gamau dikalahinn maunya ngajak sparing di MMA goblokk nya kebangetan
Namanya seorang captain belajar mesin2 dan elo nge gym ya jls kalahh lahh smart people bang jdi orng",-1
